Sl no,unique_id,company_name,facebook_url_userinput,task_category_type,package_id,level,level_id,task_title,description,icon_url,url,facebook_page_id,target,current_reach,campaign_budget,campaign_priority,user_credits,task_category_brand_uid
961,campaign--temp-c961-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.149415812271520.1073741825.149415782271523/149415818938186/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,"Keep your kids safe online, see what they do and keep them safe it's your job to know.",,,149415818938186,10000,0,200000,1,10,facebook_page_post-149415818938186
962,campaign--temp-c962-p2-l2,Inifinito Coupons,https://www.facebook.com/107185649973665/photos/a.128440867848143.1073741827.107185649973665/131227504236146/?type=3&theater,facebook_page_post,p2,l2,p2-l2,Share Infinito Coupons Post,,,,131227504236146,10000,0,200000,1,10,facebook_page_post-131227504236146
963,campaign--temp-c963-p2-l2,Inifinito Coupons,https://www.facebook.com/107185649973665/photos/a.128440867848143.1073741827.107185649973665/130463647645865/?type=3,facebook_page_post,p2,l2,p2-l2,Share Infinito Coupons Post,,,,130463647645865,10000,0,200000,1,10,facebook_page_post-130463647645865
964,campaign--temp-c964-p2-l2,Inifinito Coupons,https://www.facebook.com/107185649973665/photos/a.128440867848143.1073741827.107185649973665/129603287731901/?type=3,facebook_page_post,p2,l2,p2-l2,Share Infinito Coupons Post,,,,129603287731901,10000,0,200000,1,10,facebook_page_post-129603287731901
965,campaign--temp-c965-p2-l2,Inifinito Coupons,https://www.facebook.com/107185649973665/photos/a.128440867848143.1073741827.107185649973665/129185401107023/?type=3,facebook_page_post,p2,l2,p2-l2,Share Infinito Coupons Post,,,,129185401107023,10000,0,200000,1,10,facebook_page_post-129185401107023
966,campaign--temp-c966-p2-l2,Inifinito Coupons,https://www.facebook.com/107185649973665/photos/a.128440867848143.1073741827.107185649973665/128546294504267/?type=3,facebook_page_post,p2,l2,p2-l2,Share Infinito Coupons Post,,,,128546294504267,10000,0,200000,1,10,facebook_page_post-128546294504267
967,campaign--temp-c967-p2-l2,Inifinito Coupons,https://www.facebook.com/107185649973665/photos/a.128440867848143.1073741827.107185649973665/128440521181511/?type=3,facebook_page_post,p2,l2,p2-l2,Share Infinito Coupons Post,,,,128440521181511,10000,0,200000,1,10,facebook_page_post-128440521181511
968,campaign--temp-c968-p2-l2,Inifinito Coupons,https://www.facebook.com/107185649973665/photos/a.107185689973661.1073741825.107185649973665/124990911526472/?type=3,facebook_page_post,p2,l2,p2-l2,Share Infinito Coupons Post,,https://www.infinitodeals.com/images/ID_logo.png,,124990911526472,10000,0,200000,1,10,facebook_page_post-124990911526472
969,campaign--temp-c969-p2-l2,Infinito Deals,https://www.facebook.com/327075721071288/photos/a.360857637693096.1073741827.327075721071288/368028626975997/?type=3,facebook_page_post,p2,l2,p2-l2,Share Infinito Deals Post,,https://www.infinitodeals.com/images/ID_logo.png,,368028626975997,10000,0,200000,1,10,facebook_page_post-368028626975997
970,campaign--temp-c970-p2-l2,Infinito Deals,https://www.facebook.com/327075721071288/photos/a.360857637693096.1073741827.327075721071288/366755867103273/?type=3,facebook_page_post,p2,l2,p2-l2,Share Infinito Deals Post,,https://www.infinitodeals.com/images/ID_logo.png,,366755867103273,10000,0,200000,1,10,facebook_page_post-366755867103273
971,campaign--temp-c971-p2-l2,Infinito Deals,https://www.facebook.com/327075721071288/photos/a.360857637693096.1073741827.327075721071288/365161180596075/?type=3,facebook_page_post,p2,l2,p2-l2,Share Infinito Deals Post,,https://www.infinitodeals.com/images/ID_logo.png,,365161180596075,10000,0,200000,1,10,facebook_page_post-365161180596075
972,campaign--temp-c972-p2-l2,Infinito Deals,https://www.facebook.com/327075721071288/photos/a.360857637693096.1073741827.327075721071288/362685987510261/?type=3,facebook_page_post,p2,l2,p2-l2,Share Infinito Deals Post,,https://www.infinitodeals.com/images/ID_logo.png,,362685987510261,10000,0,200000,1,10,facebook_page_post-362685987510261
973,campaign--temp-c973-p2-l2,Infinito Deals,https://www.facebook.com/327075721071288/photos/a.360857637693096.1073741827.327075721071288/362285904216936/?type=3,facebook_page_post,p2,l2,p2-l2,Share Infinito Deals Post,,https://www.infinitodeals.com/images/ID_logo.png,,362285904216936,10000,0,200000,1,10,facebook_page_post-362285904216936
974,campaign--temp-c974-p2-l2,Infinito Deals,https://www.facebook.com/327075721071288/photos/a.360857637693096.1073741827.327075721071288/360856381026555/?type=3,facebook_page_post,p2,l2,p2-l2,Share Infinito Deals Post,,https://www.infinitodeals.com/images/ID_logo.png,,360856381026555,10000,0,200000,1,10,facebook_page_post-360856381026555
975,campaign--temp-c975-p2-l2,Infinito Deals,https://www.facebook.com/327075721071288/photos/a.327075754404618.1073741825.327075721071288/360853451026848/?type=3,facebook_page_post,p2,l2,p2-l2,Share Infinito Deals Post,,https://www.infinitodeals.com/images/ID_logo.png,,360853451026848,10000,0,200000,1,10,facebook_page_post-360853451026848
976,campaign--temp-c976-p2-l2,Infinito Deals,https://www.facebook.com/327075721071288/photos/a.327075754404618.1073741825.327075721071288/355021208276739/?type=3,facebook_page_post,p2,l2,p2-l2,Share Infinito Deals Post,,https://www.infinitodeals.com/images/ID_logo.png,,355021208276739,10000,0,200000,1,10,facebook_page_post-355021208276739
977,campaign--temp-c977-p2-l2,DreamBridz,https://www.facebook.com/129264027730723/photos/a.129267611063698.1073741827.129264027730723/142522546404871/?type=3,facebook_page_post,p2,l2,p2-l2,Share DreamBridz Post,,https://dreambridz.com/db/img/logo_black.png,,142522546404871,10000,0,200000,1,10,facebook_page_post-142522546404871
978,campaign--temp-c978-p2-l2,DreamBridz,https://www.facebook.com/129264027730723/photos/a.129267611063698.1073741827.129264027730723/129267561063703/?type=3,facebook_page_post,p2,l2,p2-l2,Share DreamBridz Post,,https://dreambridz.com/db/img/logo_black.png,,129267561063703,10000,0,200000,1,10,facebook_page_post-129267561063703
979,campaign--temp-c979-p2-l2,DreamBridz,https://www.facebook.com/129264027730723/photos/a.129267004397092.1073741826.129264027730723/129267007730425/?type=3,facebook_page_post,p2,l2,p2-l2,Share DreamBridz Post,,https://dreambridz.com/db/img/logo_black.png,,129267007730425,10000,0,200000,1,10,facebook_page_post-129267007730425
980,campaign--temp-c980-p2-l2,Best One Zone,https://www.facebook.com/446100089121306/photos/a.453582688373046.1073741828.446100089121306/453579895039992/?type=3,facebook_page_post,p2,l2,p2-l2,Share BestOne Zone Post,,http://bestonezone.com/assets/img/logo.png,,453579895039992,10000,0,200000,1,10,facebook_page_post-453579895039992
981,campaign--temp-c981-p2-l2,Best One Zone,https://www.facebook.com/446100089121306/photos/a.446100372454611.1073741827.446100089121306/446100332454615/?type=3,facebook_page_post,p2,l2,p2-l2,Share BestOne Zone Post,,http://bestonezone.com/assets/img/logo.png,,446100332454615,10000,0,200000,1,10,facebook_page_post-446100332454615
982,campaign--temp-c982-p2-l2,Best One Zone,https://www.facebook.com/446100089121306/photos/a.446100259121289.1073741826.446100089121306/446100262454622/?type=3,facebook_page_post,p2,l2,p2-l2,Share BestOne Zone Post,,http://bestonezone.com/assets/img/logo.png,,446100262454622,10000,0,200000,1,10,facebook_page_post-446100262454622
983,campaign--temp-c983-p2-l2,WeDoBest,https://www.facebook.com/300775327092830/photos/a.304030353433994.1073741828.300775327092830/308574496312913/?type=3,facebook_page_post,p2,l2,p2-l2,Share WeDoBest Post,,,,308574496312913,10000,0,200000,1,10,facebook_page_post-308574496312913
984,campaign--temp-c984-p2-l2,WeDoBest,https://www.facebook.com/300775327092830/photos/a.304030353433994.1073741828.300775327092830/306525309851165/?type=3,facebook_page_post,p2,l2,p2-l2,Share WeDoBest Post,,,,306525309851165,10000,0,200000,1,10,facebook_page_post-306525309851165
985,campaign--temp-c985-p2-l2,WeDoBest,https://www.facebook.com/300775327092830/photos/a.304030353433994.1073741828.300775327092830/305289899974706/?type=3,facebook_page_post,p2,l2,p2-l2,Share WeDoBest Post,,,,305289899974706,10000,0,200000,1,10,facebook_page_post-305289899974706
986,campaign--temp-c986-p2-l2,WeDoBest,https://www.facebook.com/300775327092830/photos/a.304030353433994.1073741828.300775327092830/304029113434118/?type=3,facebook_page_post,p2,l2,p2-l2,Share WeDoBest Post,,,,304029113434118,10000,0,200000,1,10,facebook_page_post-304029113434118
987,campaign--temp-c987-p2-l2,WeDoBest,https://www.facebook.com/300775327092830/photos/a.300775820426114.1073741827.300775327092830/300775793759450/?type=3,facebook_page_post,p2,l2,p2-l2,Share WeDoBest Post,,,,300775793759450,10000,0,200000,1,10,facebook_page_post-300775793759450
988,campaign--temp-c988-p2-l2,WeDoBest,https://www.facebook.com/300775327092830/photos/a.300775640426132.1073741826.300775327092830/300775643759465/?type=3,facebook_page_post,p2,l2,p2-l2,Share WeDoBest Post,,,,300775643759465,10000,0,200000,1,10,facebook_page_post-300775643759465
989,campaign--temp-c989-p2-l2,Eazyspot,https://www.facebook.com/369947506765765/photos/a.372682806492235.1073741828.369947506765765/378819882545194/?type=3,facebook_page_post,p2,l2,p2-l2,Share Eazyspot Post,,https://eazyspot.com/images/justclick_logo.png,,378819882545194,10000,0,200000,1,10,facebook_page_post-378819882545194
990,campaign--temp-c990-p2-l2,Eazyspot,https://www.facebook.com/369947506765765/photos/a.372682806492235.1073741828.369947506765765/376506759443173/?type=3,facebook_page_post,p2,l2,p2-l2,Share Eazyspot Post,,https://eazyspot.com/images/justclick_logo.png,,376506759443173,10000,0,200000,1,10,facebook_page_post-376506759443173
991,campaign--temp-c991-p2-l2,Eazyspot,https://www.facebook.com/369947506765765/photos/a.372682806492235.1073741828.369947506765765/373712293055953/?type=3,facebook_page_post,p2,l2,p2-l2,Share Eazyspot Post,,https://eazyspot.com/images/justclick_logo.png,,373712293055953,10000,0,200000,1,10,facebook_page_post-373712293055953
992,campaign--temp-c992-p2-l2,Eazyspot,https://www.facebook.com/369947506765765/photos/a.372682806492235.1073741828.369947506765765/372681689825680/?type=3,facebook_page_post,p2,l2,p2-l2,Share Eazyspot Post,,https://eazyspot.com/images/justclick_logo.png,,372681689825680,10000,0,200000,1,10,facebook_page_post-372681689825680
993,campaign--temp-c993-p2-l2,Eazyspot,https://www.facebook.com/369947506765765/photos/a.369947863432396.1073741827.369947506765765/369947840099065/?type=3,facebook_page_post,p2,l2,p2-l2,Share Eazyspot Post,,https://eazyspot.com/images/justclick_logo.png,,369947840099065,10000,0,200000,1,10,facebook_page_post-369947840099065
994,campaign--temp-c994-p2-l2,Eazyspot,https://www.facebook.com/369947506765765/photos/a.369947773432405.1073741826.369947506765765/369947776765738/?type=3,facebook_page_post,p2,l2,p2-l2,Share Eazyspot Post,,https://eazyspot.com/images/justclick_logo.png,,369947776765738,10000,0,200000,1,10,facebook_page_post-369947776765738
995,campaign--temp-c995-p2-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/154124991977405/?type=3,facebook_page_post,p2,l2,p2-l2,Share GetMarryHere Post,,,,154124991977405,10000,0,200000,1,10,facebook_page_post-154124991977405
996,campaign--temp-c996-p2-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/152202015503036/?type=3,facebook_page_post,p2,l2,p2-l2,Share GetMarryHere Post,,,,152202015503036,10000,0,200000,1,10,facebook_page_post-152202015503036
997,campaign--temp-c997-p2-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/videos/150928348963736/,facebook_page_post,p2,l2,p2-l2,Share GetMarryHere Post,,,,150928348963736,10000,0,200000,1,10,facebook_page_post-150928348963736
998,campaign--temp-c998-p2-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/151210338935537/?type=3,facebook_page_post,p2,l2,p2-l2,Share GetMarryHere Post,,,,151210338935537,10000,0,200000,1,10,facebook_page_post-151210338935537
999,campaign--temp-c999-p2-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.146841959372375.1073741826.146841579372413/151210225602215/?type=3,facebook_page_post,p2,l2,p2-l2,Share GetMarryHere Post,,,,151210225602215,10000,0,200000,1,10,facebook_page_post-151210225602215
1000,campaign--temp-c1000-p2-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/150421052347799/?type=3,facebook_page_post,p2,l2,p2-l2,Share GetMarryHere Post,,,,150421052347799,10000,0,200000,1,10,facebook_page_post-150421052347799
1001,campaign--temp-c1001-p2-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/150132565709981/?type=3,facebook_page_post,p2,l2,p2-l2,Share GetMarryHere Post,,,,150132565709981,10000,0,200000,1,10,facebook_page_post-150132565709981
1002,campaign--temp-c1002-p2-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/149246749131896/?type=3,facebook_page_post,p2,l2,p2-l2,Share GetMarryHere Post,,,,149246749131896,10000,0,200000,1,10,facebook_page_post-149246749131896
1003,campaign--temp-c1003-p2-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.146842076039030.1073741827.146841579372413/149245889131982/?type=3,facebook_page_post,p2,l2,p2-l2,Share GetMarryHere Post,,,,149245889131982,10000,0,200000,1,10,facebook_page_post-149245889131982
1004,campaign--temp-c1004-p2-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.146841959372375.1073741826.146841579372413/149245809131990/?type=3,facebook_page_post,p2,l2,p2-l2,Share GetMarryHere Post,,,,149245809131990,10000,0,200000,1,10,facebook_page_post-149245809131990
1005,campaign--temp-c1005-p2-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/148580605865177/?type=3,facebook_page_post,p2,l2,p2-l2,Share GetMarryHere Post,,,,148580605865177,10000,0,200000,1,10,facebook_page_post-148580605865177
1006,campaign--temp-c1006-p2-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.146842076039030.1073741827.146841579372413/146842029372368/?type=3,facebook_page_post,p2,l2,p2-l2,Share GetMarryHere Post,,,,146842029372368,10000,0,200000,1,10,facebook_page_post-146842029372368
1007,campaign--temp-c1007-p2-l2,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.146841959372375.1073741826.146841579372413/146841962705708/?type=3,facebook_page_post,p2,l2,p2-l2,Share GetMarryHere Post,,,,146841962705708,10000,0,200000,1,10,facebook_page_post-146841962705708
1008,campaign--temp-c1008-p2-l2,MyJobsBank,https://www.facebook.com/118409868849816/photos/a.130207274336742.1073741827.118409868849816/131023500921786/?type=3,facebook_page_post,p2,l2,p2-l2,Share MyJobsBank Post,,,,131023500921786,10000,0,200000,1,10,facebook_page_post-131023500921786
1009,campaign--temp-c1009-p2-l2,MyJobsBank,https://www.facebook.com/118409868849816/photos/a.130207274336742.1073741827.118409868849816/130866800937456/?type=3,facebook_page_post,p2,l2,p2-l2,Share MyJobsBank Post,,,,130866800937456,10000,0,200000,1,10,facebook_page_post-130866800937456
1010,campaign--temp-c1010-p2-l2,MyJobsBank,https://www.facebook.com/118409868849816/photos/a.130207274336742.1073741827.118409868849816/130207054336764/?type=3,facebook_page_post,p2,l2,p2-l2,Share MyJobsBank Post,,,,130207054336764,10000,0,200000,1,10,facebook_page_post-130207054336764
1011,campaign--temp-c1011-p2-l2,MyJobsBank,https://www.facebook.com/118409868849816/photos/a.118409915516478.1073741825.118409868849816/118410822183054/?type=3,facebook_page_post,p2,l2,p2-l2,Share MyJobsBank Post,,,,118410822183054,10000,0,200000,1,10,facebook_page_post-118410822183054
